,datetime,t,td,p,p0,u,vv,n,dd,ff,ww,twet,ew
0,2023-03-21 00:00:00,20.300001,17.6,1004.2,1003.1,84.0,5000.0,3.0,50.0,3.0,10.0,18.6,20.05708
1,2023-03-21 03:00:00,20.9,18.800001,1005.2,1004.0,86.0,3000.0,5.0,360.0,2.0,10.0,19.4,21.3132
2,2023-03-21 06:00:00,25.800001,18.300001,1006.4,1005.3,63.0,4000.0,3.0,40.0,4.0,5.0,21.0,21.00323
3,2023-03-21 09:00:00,27.300001,19.300001,1005.8,1004.7,62.0,4000.0,7.0,120.0,3.0,5.0,22.1,22.41583
4,2023-03-21 12:00:00,27.800001,15.5,1003.5,1002.4,47.0,7000.0,7.0,250.0,5.0,5.0,20.2,17.57531
5,2023-03-21 15:00:00,25.0,7.5,1003.9,1002.8,33.0,10000.0,2.0,60.0,4.0,,15.7,10.3741
6,2023-03-21 18:00:00,20.800001,8.2,1005.6,1004.5,44.0,10000.0,0.0,360.0,2.0,,14.2,10.8863
7,2023-03-21 21:00:00,18.5,9.2,1005.2,1004.1,55.0,10000.0,0.0,20.0,3.0,0.0,13.6,11.6336
8,2023-03-22 00:00:00,18.800001,9.1,1005.0,1003.9,53.0,8000.0,0.0,320.0,3.0,5.0,13.7,11.57561
9,2023-03-22 03:00:00,17.300001,9.7,1006.6,1005.4,61.0,10000.0,1.0,50.0,2.0,,13.3,12.05003
10,2023-03-22 06:00:00,26.1,13.8,1007.5,1006.3,47.0,10000.0,3.0,200.0,5.0,,18.8,15.81988
11,2023-03-22 09:00:00,27.300001,4.3,1006.9,1005.8,23.0,10000.0,2.0,220.0,11.0,,15.6,8.30923
12,2023-03-22 12:00:00,26.300001,5.7000003,1004.8,1003.7,27.0,10000.0,1.0,220.0,10.0,,15.6,9.13081
13,2023-03-22 15:00:00,24.7,4.6,1004.9,1003.8,27.0,3000.0,0.0,260.0,9.0,7.0,14.6,8.50723
14,2023-03-22 18:00:00,23.4,9.7,1005.6,1004.4,42.0,4000.0,0.0,260.0,9.0,5.0,15.9,12.03639
15,2023-03-22 21:00:00,22.9,4.9,1005.9,1004.8,31.0,10000.0,0.0,260.0,7.0,,13.9,8.64593
16,2023-03-23 00:00:00,21.6,0.8,1005.5,1004.4,25.0,10000.0,0.0,270.0,6.0,,12.1,6.48423
17,2023-03-23 03:00:00,20.9,-1.0,1007.1,1006.0,23.0,20000.0,1.0,260.0,5.0,,11.3,5.66503
18,2023-03-23 06:00:00,24.4,-10.900001,1009.6,1008.5,9.0,20000.0,1.0,270.0,5.0,,11.2,2.65652
19,2023-03-23 09:00:00,26.5,-9.3,1009.2,1008.0,9.0,20000.0,1.0,230.0,8.0,,12.4,3.03343
20,2023-03-23 12:00:00,26.0,0.5,1007.8,1006.6,19.0,10000.0,1.0,210.0,12.0,,14.0,6.32357
21,2023-03-23 15:00:00,23.7,4.1,1008.2,1007.1,28.0,4000.0,0.0,220.0,8.0,7.0,14.0,8.16952
22,2023-03-23 18:00:00,22.4,9.5,1009.8,1008.6,44.0,7000.0,0.0,250.0,5.0,5.0,15.4,11.84484
23,2023-03-23 21:00:00,18.6,10.2,1010.5,1009.4,58.0,7000.0,0.0,50.0,3.0,5.0,14.1,12.44955
24,2023-03-24 00:00:00,17.2,9.6,1010.4,1009.3,61.0,7000.0,0.0,330.0,3.0,5.0,13.2,11.93822
25,2023-03-24 03:00:00,17.6,11.8,1012.1,1010.9,69.0,8000.0,1.0,330.0,3.0,5.0,14.4,13.80974
26,2023-03-24 06:00:00,25.0,8.5,1013.9,1012.7,35.0,8000.0,1.0,70.0,3.0,5.0,16.1,11.08609
27,2023-03-24 09:00:00,26.7,6.3,1012.2,1011.1,27.0,8000.0,1.0,190.0,5.0,5.0,16.0,9.52685
28,2023-03-24 12:00:00,27.0,4.0,1009.1,1008.0,23.0,5000.0,1.0,200.0,6.0,5.0,15.4,8.14339
29,2023-03-24 15:00:00,24.2,12.2,1009.7,1008.6,47.0,5000.0,4.0,220.0,4.0,5.0,17.3,14.17627
30,2023-03-24 18:00:00,23.4,12.0,1010.7,1009.6,49.0,6000.0,5.0,240.0,4.0,5.0,16.9,13.99953
31,2023-03-24 21:00:00,21.0,16.0,1011.1,1010.0,73.0,6000.0,0.0,190.0,3.0,5.0,18.0,18.20694
32,2023-03-25 00:00:00,17.6,14.3,1010.6,1009.5,81.0,6000.0,0.0,10.0,3.0,10.0,15.7,16.29308
33,2023-03-25 03:00:00,17.7,15.3,1011.9,1010.8,86.0,6000.0,0.0,350.0,3.0,10.0,16.3,17.39167
34,2023-03-25 06:00:00,25.4,14.2,1013.6,1012.5,50.0,6000.0,0.0,230.0,2.0,5.0,18.7,16.13388
35,2023-03-25 09:00:00,28.1,5.1,1012.4,1011.3,23.0,6000.0,1.0,200.0,6.0,5.0,16.2,8.78906
36,2023-03-25 12:00:00,27.5,13.400001,1010.6,1009.5,42.0,6000.0,1.0,210.0,7.0,5.0,19.1,15.32417
37,2023-03-25 15:00:00,25.300001,10.7,1010.4,1009.3,40.0,8000.0,2.0,210.0,4.0,5.0,17.1,12.87573
38,2023-03-25 18:00:00,23.7,14.400001,1011.4,1010.3,56.0,7000.0,0.0,230.0,2.0,5.0,18.2,16.44914
39,2023-03-25 21:00:00,19.9,16.800001,1011.6,1010.5,82.0,7000.0,0.0,360.0,2.0,10.0,18.0,19.09387
40,2023-03-26 00:00:00,18.1,15.900001,1011.0,1009.9,87.0,5000.0,0.0,360.0,2.0,10.0,16.8,18.07213
41,2023-03-26 03:00:00,19.4,17.4,1012.5,1011.4,88.0,5000.0,0.0,360.0,2.0,10.0,18.2,19.91917
42,2023-03-26 06:00:00,27.0,16.4,1013.8,1012.7,52.0,6000.0,0.0,150.0,3.0,5.0,20.4,18.6162
43,2023-03-26 09:00:00,28.9,10.0,1012.4,1011.3,31.0,10000.0,1.0,190.0,5.0,,18.2,12.243
44,2023-03-26 12:00:00,29.1,-3.5,1010.3,1009.2,12.0,12000.0,1.0,210.0,6.0,,14.5,4.72808
45,2023-03-26 15:00:00,25.4,0.7,1010.3,1009.2,20.0,20000.0,2.0,170.0,2.0,,13.8,6.41496
46,2023-03-26 18:00:00,22.4,12.0,1011.4,1010.3,52.0,10000.0,0.0,10.0,3.0,,16.5,13.9972
47,2023-03-26 21:00:00,22.9,12.6,1011.8,1010.7,52.0,8000.0,4.0,360.0,2.0,5.0,17.0,14.60079
48,2023-03-27 00:00:00,23.0,14.6,1010.1,1009.0,59.0,6000.0,2.0,60.0,4.0,5.0,18.0,16.59695
49,2023-03-27 03:00:00,23.4,16.9,1010.8,1009.7,67.0,6000.0,7.0,50.0,2.0,5.0,19.4,19.2895
50,2023-03-27 06:00:00,26.7,17.5,1012.3,1011.2,57.0,6000.0,7.0,130.0,4.0,5.0,20.9,20.02026
51,2023-03-27 09:00:00,28.300001,17.2,1011.3,1010.1,51.0,6000.0,6.0,180.0,8.0,5.0,21.3,19.6714
52,2023-03-27 12:00:00,28.5,13.2,1009.3,1008.2,39.0,5000.0,5.0,170.0,2.0,5.0,19.4,15.18598
53,2023-03-27 15:00:00,24.7,20.800001,1009.0,1007.9,79.0,5000.0,2.0,200.0,2.0,5.0,22.1,24.49635
54,2023-03-27 18:00:00,23.800001,20.300001,1009.7,1008.5,81.0,5000.0,2.0,10.0,3.0,10.0,21.5,23.77982
55,2023-03-27 21:00:00,23.1,20.7,1009.2,1008.0,86.0,5000.0,3.0,20.0,5.0,10.0,21.5,24.34451
56,2023-03-28 00:00:00,23.6,18.9,1008.2,1007.1,75.0,4000.0,6.0,190.0,7.0,17.0,20.6,21.84005
57,2023-03-28 03:00:00,22.2,20.4,1009.3,1008.2,89.0,4000.0,6.0,330.0,2.0,10.0,21.0,23.8921
58,2023-03-28 06:00:00,25.800001,18.4,1011.2,1010.0,64.0,4000.0,4.0,170.0,3.0,5.0,21.1,21.21913
59,2023-03-28 09:00:00,26.800001,20.4,1009.9,1008.7,68.0,4000.0,3.0,180.0,7.0,5.0,22.6,24.02639
60,2023-03-28 12:00:00,26.300001,17.1,1007.2,1006.0,57.0,4000.0,4.0,100.0,4.0,5.0,20.5,19.44291
61,2023-03-28 15:00:00,25.800001,14.3,1007.1,1005.9,49.0,6000.0,2.0,220.0,4.0,5.0,18.9,16.27969
62,2023-03-28 18:00:00,23.7,16.800001,1007.9,1006.8,65.0,6000.0,0.0,300.0,2.0,5.0,19.4,19.05744
63,2023-03-28 21:00:00,21.300001,17.1,1008.2,1007.1,77.0,6000.0,0.0,350.0,2.0,5.0,18.7,19.46194
64,2023-03-29 00:00:00,20.300001,16.9,1008.3,1007.1,81.0,4000.0,0.0,360.0,2.0,10.0,18.2,19.19909
65,2023-03-29 03:00:00,20.6,17.2,1010.3,1009.1,81.0,4000.0,0.0,320.0,2.0,10.0,18.5,19.59265
66,2023-03-29 06:00:00,26.7,17.2,1011.6,1010.5,56.0,5000.0,1.0,40.0,3.0,5.0,20.7,19.55969
67,2023-03-29 09:00:00,28.7,16.2,1010.3,1009.2,47.0,6000.0,1.0,190.0,8.0,5.0,20.9,18.41683
68,2023-03-29 12:00:00,27.7,16.300001,1008.9,1007.8,50.0,5000.0,1.0,190.0,9.0,7.0,20.6,18.53692
69,2023-03-29 15:00:00,26.0,14.7,1008.9,1007.8,50.0,6000.0,1.0,260.0,7.0,5.0,19.2,16.76218
70,2023-03-29 18:00:00,23.7,17.300001,1011.1,1009.9,67.0,6000.0,0.0,210.0,5.0,5.0,19.7,19.7127
71,2023-03-29 21:00:00,21.6,16.2,1010.8,1009.7,71.0,6000.0,0.0,99.0,1.0,5.0,18.3,18.3582
72,2023-03-30 00:00:00,21.800001,17.4,1010.2,1009.1,76.0,4000.0,5.0,20.0,2.0,5.0,19.1,19.9226
73,2023-03-30 03:00:00,20.6,17.2,1011.7,1010.6,81.0,4000.0,5.0,99.0,1.0,10.0,18.5,19.59013
74,2023-03-30 06:00:00,25.5,18.300001,1012.6,1011.5,64.0,5000.0,6.0,220.0,2.0,5.0,20.9,20.9887
75,2023-03-30 09:00:00,27.4,16.9,1011.0,1009.9,53.0,5000.0,2.0,220.0,5.0,5.0,20.8,19.22918
76,2023-03-30 12:00:00,27.4,18.2,1007.5,1006.4,57.0,5000.0,1.0,200.0,7.0,5.0,21.5,20.88887
77,2023-03-30 15:00:00,25.800001,17.9,1008.3,1007.2,62.0,5000.0,0.0,220.0,7.0,5.0,20.8,20.53102
78,2023-03-30 18:00:00,23.800001,18.300001,1009.3,1008.2,71.0,5000.0,0.0,250.0,5.0,5.0,20.3,20.9896
79,2023-03-30 21:00:00,22.1,18.1,1009.1,1008.0,78.0,6000.0,0.0,260.0,2.0,5.0,19.6,20.78481
80,2023-03-31 00:00:00,19.9,17.1,1008.2,1007.1,84.0,5000.0,3.0,350.0,2.0,10.0,18.2,19.52096
81,2023-03-31 03:00:00,20.800001,17.2,1008.9,1007.8,80.0,3000.0,7.0,10.0,2.0,10.0,18.6,19.64808
82,2023-03-31 06:00:00,26.800001,17.1,1010.4,1009.3,55.0,5000.0,3.0,99.0,1.0,5.0,20.7,19.4848
83,2023-03-31 09:00:00,26.9,18.0,1008.7,1007.6,58.0,6000.0,5.0,170.0,4.0,5.0,21.2,20.57711
84,2023-03-31 12:00:00,27.0,19.7,1006.4,1005.3,64.0,6000.0,1.0,200.0,7.0,5.0,22.2,22.89714
85,2023-03-31 15:00:00,26.5,20.0,1006.7,1005.5,67.0,4000.0,3.0,230.0,4.0,5.0,22.2,23.29807
86,2023-03-31 18:00:00,24.6,19.0,1007.8,1006.6,71.0,5000.0,0.0,210.0,2.0,5.0,21.0,21.96338
87,2023-03-31 21:00:00,21.7,18.5,1007.8,1006.7,82.0,4000.0,0.0,0.0,0.0,10.0,19.7,21.33164
88,2023-04-01 00:00:00,20.300001,17.4,1007.6,1006.5,83.0,4000.0,0.0,20.0,2.0,10.0,18.5,19.83827
89,2023-04-01 03:00:00,20.5,18.1,1008.8,1007.6,86.0,3000.0,1.0,99.0,1.0,10.0,19.0,20.75444
90,2023-04-01 06:00:00,27.1,18.7,1010.3,1009.2,60.0,5000.0,2.0,150.0,2.0,5.0,21.7,21.59445
91,2023-04-01 09:00:00,28.4,18.5,1008.9,1007.8,55.0,5000.0,1.0,220.0,5.0,5.0,22.0,21.27504
92,2023-04-01 12:00:00,30.2,17.4,1006.4,1005.3,46.0,6000.0,1.0,210.0,4.0,5.0,22.0,19.842
93,2023-04-01 15:00:00,26.7,15.6,1006.4,1005.3,51.0,4000.0,1.0,260.0,6.0,5.0,19.9,17.76477
94,2023-04-01 18:00:00,24.300001,18.5,1008.1,1007.0,70.0,6000.0,0.0,260.0,6.0,5.0,20.6,21.27707
95,2023-04-01 21:00:00,22.9,18.300001,1007.8,1006.7,75.0,6000.0,1.0,99.0,1.0,5.0,20.0,21.03853
96,2023-04-02 00:00:00,20.9,17.7,1007.1,1006.0,82.0,6000.0,2.0,99.0,1.0,10.0,18.9,20.21773
97,2023-04-02 03:00:00,23.0,17.9,1008.8,1007.7,73.0,5000.0,4.0,220.0,5.0,5.0,19.8,20.50668
98,2023-04-02 06:00:00,25.6,16.800001,1009.9,1008.8,58.0,6000.0,3.0,210.0,5.0,5.0,20.1,19.08315
99,2023-04-02 09:00:00,28.300001,14.900001,1008.9,1007.8,44.0,6000.0,1.0,220.0,9.0,5.0,20.1,16.91342
100,2023-04-02 12:00:00,28.1,13.400001,1005.8,1004.7,40.0,4000.0,1.0,240.0,9.0,5.0,19.3,15.3125
101,2023-04-02 15:00:00,24.2,10.6,1006.6,1005.5,42.0,6000.0,0.0,240.0,7.0,5.0,16.6,12.77381
102,2023-04-02 18:00:00,22.800001,12.5,1007.8,1006.7,52.0,6000.0,0.0,260.0,6.0,5.0,16.9,14.4972
103,2023-04-02 21:00:00,22.2,13.6,1007.6,1006.5,58.0,6000.0,0.0,260.0,4.0,5.0,17.2,15.59131
104,2023-04-03 00:00:00,19.1,12.900001,1007.4,1006.2,67.0,10000.0,0.0,330.0,2.0,,15.6,14.89791
105,2023-04-03 03:00:00,17.7,13.900001,1008.7,1007.6,78.0,5000.0,1.0,40.0,2.0,5.0,15.5,15.82737
106,2023-04-03 06:00:00,24.4,12.0,1010.5,1009.4,46.0,6000.0,1.0,200.0,6.0,5.0,17.3,14.01056
107,2023-04-03 09:00:00,27.0,4.0,1010.0,1008.8,23.0,7000.0,1.0,210.0,5.0,5.0,15.4,8.13598
108,2023-04-03 12:00:00,25.9,8.400001,1008.4,1007.2,33.0,10000.0,0.0,200.0,11.0,,16.4,10.99562
109,2023-04-03 15:00:00,23.2,13.400001,1008.8,1007.7,54.0,10000.0,0.0,230.0,7.0,,17.5,15.39851
110,2023-04-03 18:00:00,22.2,14.8,1010.3,1009.2,63.0,10000.0,0.0,250.0,3.0,,17.8,16.82183
111,2023-04-03 21:00:00,21.300001,12.900001,1009.9,1008.8,59.0,10000.0,0.0,230.0,4.0,,16.5,14.8909
112,2023-04-04 00:00:00,18.6,13.5,1009.8,1008.7,72.0,8000.0,0.0,20.0,2.0,5.0,15.7,15.48835
113,2023-04-04 03:00:00,19.1,15.2,1011.7,1010.6,78.0,7000.0,3.0,350.0,2.0,5.0,16.8,17.26393
114,2023-04-04 06:00:00,24.7,11.900001,1012.9,1011.7,45.0,7000.0,5.0,170.0,2.0,5.0,17.4,13.96104
115,2023-04-04 09:00:00,26.2,12.0,1011.4,1010.3,41.0,7000.0,0.0,180.0,4.0,5.0,18.0,14.00862
116,2023-04-04 12:00:00,27.6,10.2,1009.2,1008.1,34.0,7000.0,1.0,230.0,6.0,5.0,17.8,12.47615
117,2023-04-04 15:00:00,24.7,10.6,1009.4,1008.2,41.0,8000.0,0.0,220.0,5.0,5.0,16.8,12.75725
118,2023-04-04 18:00:00,23.0,14.400001,1010.8,1009.7,58.0,8000.0,0.0,220.0,5.0,5.0,17.9,16.38406
119,2023-04-04 21:00:00,22.1,13.900001,1010.8,1009.7,60.0,7000.0,0.0,220.0,2.0,5.0,17.3,15.86438
120,2023-04-05 00:00:00,19.300001,15.1,1010.7,1009.6,76.0,7000.0,1.0,10.0,2.0,5.0,16.8,17.10444
121,2023-04-05 03:00:00,19.1,15.6,1011.8,1010.7,80.0,4000.0,0.0,360.0,2.0,10.0,17.0,17.66948
122,2023-04-05 06:00:00,26.2,16.2,1013.2,1012.1,54.0,6000.0,2.0,270.0,2.0,5.0,20.0,18.35741
123,2023-04-05 09:00:00,28.7,12.6,1011.5,1010.4,37.0,5000.0,0.0,210.0,5.0,5.0,19.2,14.56832
124,2023-04-05 12:00:00,28.300001,15.5,1009.2,1008.1,46.0,5000.0,1.0,240.0,6.0,5.0,20.4,17.59335
125,2023-04-05 15:00:00,26.800001,10.0,1008.8,1007.7,35.0,6000.0,0.0,260.0,6.0,5.0,17.4,12.29355
126,2023-04-05 18:00:00,23.800001,18.4,1010.7,1009.6,72.0,6000.0,0.0,260.0,4.0,5.0,20.4,21.2139
127,2023-04-05 21:00:00,20.4,16.800001,1010.8,1009.6,80.0,6000.0,0.0,0.0,0.0,10.0,18.2,19.11423
128,2023-04-06 00:00:00,19.1,16.4,1010.0,1008.8,85.0,5000.0,0.0,20.0,3.0,10.0,17.5,18.69823
129,2023-04-06 03:00:00,19.800001,17.4,1010.8,1009.7,86.0,3000.0,0.0,99.0,1.0,10.0,18.3,19.81035
130,2023-04-06 06:00:00,27.5,17.0,1011.7,1010.6,53.0,5000.0,0.0,160.0,2.0,5.0,20.9,19.37707
131,2023-04-06 09:00:00,27.9,16.2,1010.8,1009.7,49.0,5000.0,1.0,220.0,5.0,5.0,20.6,18.36479
132,2023-04-06 12:00:00,27.9,18.6,1008.7,1007.6,57.0,5000.0,1.0,230.0,7.0,5.0,21.9,21.43731
133,2023-04-06 15:00:00,25.300001,19.9,1009.3,1008.1,72.0,7000.0,1.0,200.0,5.0,5.0,21.8,23.28866
134,2023-04-06 18:00:00,23.5,19.6,1011.3,1010.2,79.0,10000.0,0.0,200.0,4.0,,21.0,22.84089
135,2023-04-06 21:00:00,21.1,18.2,1011.5,1010.3,84.0,10000.0,0.0,50.0,2.0,,19.3,20.92373
136,2023-04-07 00:00:00,19.5,17.0,1011.1,1010.0,86.0,6000.0,0.0,360.0,3.0,10.0,18.0,19.41742
137,2023-04-07 03:00:00,20.300001,17.7,1013.3,1012.2,85.0,3000.0,3.0,20.0,3.0,10.0,18.7,20.26009
138,2023-04-07 06:00:00,27.0,17.7,1014.8,1013.7,57.0,4000.0,2.0,100.0,3.0,5.0,21.1,20.2333
139,2023-04-07 09:00:00,27.0,18.800001,1013.9,1012.8,61.0,5000.0,5.0,200.0,4.0,5.0,21.7,21.65984
140,2023-04-07 12:00:00,28.4,-1.5,1012.1,1011.0,14.0,10000.0,5.0,190.0,6.0,,14.6,5.46031
141,2023-04-07 15:00:00,25.0,17.7,1012.6,1011.5,64.0,10000.0,3.0,190.0,3.0,,20.4,20.23891
142,2023-04-07 18:00:00,23.4,19.2,1014.7,1013.6,77.0,10000.0,0.0,100.0,2.0,,20.7,22.21739
143,2023-04-07 21:00:00,21.7,19.5,1015.3,1014.1,87.0,7000.0,0.0,20.0,4.0,10.0,20.3,22.67466
144,2023-04-08 00:00:00,20.300001,18.4,1014.0,1012.9,89.0,6000.0,0.0,10.0,2.0,10.0,19.1,21.12836
145,2023-04-08 03:00:00,21.0,18.4,1014.9,1013.8,85.0,8000.0,0.0,20.0,2.0,10.0,19.4,21.22046
146,2023-04-08 06:00:00,29.0,19.0,1015.5,1014.4,55.0,10000.0,1.0,180.0,6.0,,22.5,21.9771
147,2023-04-08 09:00:00,30.300001,8.2,1014.7,1013.5,25.0,10000.0,5.0,200.0,5.0,,18.1,10.87865
148,2023-04-08 12:00:00,29.0,9.6,1013.1,1011.9,30.0,10000.0,6.0,210.0,5.0,,18.1,11.94531
149,2023-04-08 15:00:00,25.4,18.9,1013.6,1012.4,67.0,10000.0,6.0,200.0,3.0,,21.2,21.76861
150,2023-04-08 18:00:00,23.1,19.0,1015.0,1013.9,78.0,10000.0,3.0,99.0,1.0,,20.5,21.99864
151,2023-04-08 21:00:00,22.1,19.0,1014.7,1013.6,82.0,10000.0,3.0,10.0,2.0,,20.1,21.89659
152,2023-04-09 00:00:00,21.300001,18.300001,1014.3,1013.1,83.0,10000.0,6.0,20.0,2.0,,19.4,20.97851
153,2023-04-09 03:00:00,21.6,19.1,1015.4,1014.3,86.0,5000.0,1.0,340.0,3.0,10.0,20.0,22.07447
154,2023-04-09 06:00:00,29.4,14.400001,1016.5,1015.3,40.0,10000.0,2.0,60.0,2.0,,20.3,16.42689
155,2023-04-09 09:00:00,28.800001,16.7,1014.8,1013.6,48.0,8000.0,1.0,190.0,6.0,5.0,21.2,19.01104
156,2023-04-09 12:00:00,29.800001,11.400001,1012.5,1011.3,32.0,10000.0,1.0,220.0,6.0,,19.1,13.45362
157,2023-04-09 15:00:00,27.2,10.400001,1012.5,1011.3,35.0,10000.0,4.0,200.0,5.0,,17.7,12.5655
158,2023-04-09 18:00:00,25.0,18.9,1014.1,1012.9,69.0,10000.0,2.0,190.0,5.0,,21.1,21.85568
159,2023-04-09 21:00:00,22.2,18.0,1013.8,1012.6,77.0,8000.0,0.0,99.0,1.0,5.0,19.6,20.69472
160,2023-04-10 00:00:00,20.7,17.300001,1012.7,1011.6,81.0,7000.0,0.0,360.0,2.0,10.0,18.6,19.72222
161,2023-04-10 03:00:00,21.4,17.9,1014.1,1013.0,80.0,8000.0,0.0,320.0,3.0,10.0,19.2,20.45711
162,2023-04-10 06:00:00,32.0,1.1,1014.1,1013.0,14.0,10000.0,0.0,30.0,2.0,,16.7,6.6164
163,2023-04-10 09:00:00,32.600002,2.6000001,1012.2,1011.1,15.0,10000.0,1.0,210.0,5.0,,17.3,7.37639
164,2023-04-10 12:00:00,32.3,3.1000001,1009.7,1008.6,16.0,8000.0,1.0,200.0,5.0,5.0,17.3,7.64872
165,2023-04-10 15:00:00,28.4,15.400001,1008.9,1007.8,45.0,8000.0,0.0,200.0,5.0,5.0,20.4,17.51472
166,2023-04-10 18:00:00,25.5,17.9,1011.4,1010.3,63.0,8000.0,0.0,160.0,2.0,5.0,20.7,20.52932
167,2023-04-10 21:00:00,22.9,18.5,1012.5,1011.3,76.0,8000.0,0.0,20.0,2.0,5.0,20.1,21.25385
168,2023-04-11 00:00:00,22.2,16.800001,1011.7,1010.6,72.0,8000.0,0.0,10.0,2.0,5.0,18.9,19.16067
169,2023-04-11 03:00:00,23.300001,15.5,1012.5,1011.4,62.0,6000.0,5.0,99.0,1.0,5.0,18.6,17.62148
170,2023-04-11 06:00:00,33.2,10.5,1013.5,1012.4,25.0,8000.0,3.0,200.0,2.0,5.0,20.0,12.69357
171,2023-04-11 09:00:00,34.0,12.400001,1012.4,1011.3,27.0,8000.0,8.0,210.0,5.0,5.0,21.0,14.35439
172,2023-04-11 12:00:00,34.7,13.5,1010.1,1009.0,28.0,8000.0,7.0,250.0,6.0,5.0,21.7,15.46826
173,2023-04-11 15:00:00,28.1,19.0,1009.7,1008.6,58.0,10000.0,2.0,200.0,4.0,,22.2,21.99802
174,2023-04-11 18:00:00,25.9,19.800001,1011.5,1010.4,69.0,7000.0,1.0,50.0,3.0,5.0,21.9,23.0385
175,2023-04-11 21:00:00,23.6,19.4,1011.7,1010.5,77.0,7000.0,0.0,350.0,2.0,5.0,20.9,22.52641
176,2023-04-12 00:00:00,21.7,16.800001,1011.1,1010.0,74.0,4000.0,5.0,99.0,1.0,5.0,18.7,19.13312
177,2023-04-12 03:00:00,22.300001,16.800001,1012.5,1011.3,71.0,8000.0,1.0,20.0,2.0,5.0,18.9,19.07802
178,2023-04-12 06:00:00,29.1,18.2,1014.6,1013.5,52.0,8000.0,2.0,220.0,4.0,5.0,22.1,20.92166
179,2023-04-12 09:00:00,32.7,-0.6,1012.7,1011.6,12.0,8000.0,4.0,210.0,4.0,5.0,16.6,5.86648
180,2023-04-12 12:00:00,31.4,2.6000001,1010.2,1009.1,16.0,7000.0,4.0,210.0,6.0,5.0,16.8,7.34956
181,2023-04-12 15:00:00,27.1,14.5,1010.8,1009.7,46.0,7000.0,1.0,190.0,5.0,5.0,19.5,16.52571
182,2023-04-12 18:00:00,25.2,20.6,1012.8,1011.7,76.0,7000.0,0.0,360.0,3.0,5.0,22.2,24.32762
183,2023-04-12 21:00:00,23.6,21.2,1012.8,1011.7,86.0,6000.0,0.0,10.0,2.0,10.0,22.0,25.13516
184,2023-04-13 00:00:00,22.800001,17.0,1012.3,1011.2,70.0,8000.0,0.0,50.0,3.0,5.0,19.2,19.32914
185,2023-04-13 03:00:00,24.0,15.0,1013.5,1012.4,57.0,10000.0,2.0,,,,,
186,2023-04-13 06:00:00,33.3,8.7,1014.3,1013.2,22.0,10000.0,1.0,170.0,2.0,,19.4,11.2638
187,2023-04-13 09:00:00,32.0,18.1,1013.1,1012.0,44.0,10000.0,5.0,190.0,6.0,,23.0,20.80694
188,2023-04-13 12:00:00,30.0,22.4,1011.1,1010.0,64.0,7000.0,7.0,250.0,5.0,5.0,24.8,27.09737
189,2023-04-13 15:00:00,32.8,12.400001,1010.3,1009.2,29.0,8000.0,7.0,270.0,4.0,5.0,20.6,14.41659
190,2023-04-13 18:00:00,27.4,17.300001,1011.7,1010.6,54.0,8000.0,0.0,200.0,2.0,5.0,21.0,19.69096
191,2023-04-13 21:00:00,25.5,14.900001,1011.6,1010.5,52.0,7000.0,0.0,50.0,2.0,5.0,19.1,16.93223
192,2023-04-14 00:00:00,23.800001,10.2,1011.1,1010.0,42.0,7000.0,0.0,80.0,2.0,5.0,16.3,12.46993
193,2023-04-14 03:00:00,24.0,20.0,1012.8,1011.7,78.0,8000.0,2.0,360.0,2.0,5.0,21.4,23.37489
194,2023-04-14 06:00:00,32.2,18.800001,1014.0,1012.9,45.0,8000.0,6.0,130.0,3.0,5.0,23.4,21.64955
195,2023-04-14 09:00:00,32.2,20.1,1012.3,1011.2,49.0,6000.0,6.0,200.0,9.0,5.0,24.1,23.46509
196,2023-04-14 12:00:00,30.300001,22.4,1009.2,1008.1,63.0,4000.0,6.0,210.0,11.0,7.0,24.9,27.1315
197,2023-04-14 15:00:00,28.4,22.9,1009.4,1008.3,72.0,4000.0,8.0,220.0,6.0,5.0,24.6,27.8606
198,2023-04-14 18:00:00,27.4,22.4,1010.7,1009.6,74.0,4000.0,3.0,250.0,2.0,5.0,24.0,27.08714
199,2023-04-14 21:00:00,25.9,23.0,1010.0,1008.9,84.0,4000.0,5.0,250.0,3.0,10.0,23.9,28.03887
200,2023-04-15 00:00:00,25.2,21.800001,1009.5,1008.4,81.0,4000.0,1.0,260.0,4.0,10.0,22.9,26.06154
201,2023-04-15 03:00:00,24.0,20.800001,1010.8,1009.7,82.0,4000.0,1.0,99.0,1.0,10.0,21.9,24.57357
202,2023-04-15 06:00:00,28.800001,21.5,1012.3,1011.1,65.0,5000.0,4.0,210.0,5.0,5.0,23.9,25.69254
203,2023-04-15 09:00:00,29.300001,20.800001,1010.5,1009.4,60.0,5000.0,7.0,200.0,6.0,5.0,23.6,24.52343
204,2023-04-15 12:00:00,28.4,18.1,1008.3,1007.2,54.0,5000.0,6.0,200.0,9.0,5.0,21.8,20.79645
205,2023-04-15 15:00:00,25.2,17.6,1008.7,1007.6,63.0,5000.0,6.0,220.0,6.0,5.0,20.4,20.09223
206,2023-04-15 18:00:00,24.300001,18.300001,1009.9,1008.8,69.0,6000.0,4.0,250.0,5.0,5.0,20.5,21.042
207,2023-04-15 21:00:00,23.800001,16.5,1009.0,1007.9,64.0,6000.0,3.0,260.0,4.0,5.0,19.3,18.75284
