,datetime,t,td,p,p0,u,vv,n,dd,ff,ww,twet,ew
1575,2023-10-03 21:00:00,28.2,25.4,1009.3,1008.3,85.0,4000.0,0.0,350.0,2.0,10.0,26.2,32.39548
1576,2023-10-04 00:00:00,27.1,25.6,1009.0,1007.9,91.0,4000.0,0.0,350.0,2.0,10.0,26.0,32.7212
1577,2023-10-04 03:00:00,26.800001,25.4,1009.8,1008.7,92.0,3000.0,0.0,350.0,2.0,10.0,25.8,32.40549
1578,2023-10-04 06:00:00,37.3,24.800001,1010.7,1009.6,49.0,5000.0,0.0,180.0,2.0,5.0,28.3,31.20021
1579,2023-10-04 09:00:00,37.3,25.7,1009.1,1008.0,52.0,6000.0,1.0,250.0,4.0,5.0,28.9,33.05711
1580,2023-10-04 12:00:00,37.0,23.4,1007.6,1006.5,45.0,6000.0,1.0,,,5.0,,
1581,2023-10-04 15:00:00,33.7,28.6,1008.0,1006.9,75.0,5000.0,2.0,250.0,4.0,5.0,29.9,39.12886
1582,2023-10-04 18:00:00,32.0,27.5,1009.2,1008.1,77.0,4000.0,0.0,40.0,3.0,5.0,28.7,36.70571
1583,2023-10-04 21:00:00,29.0,26.6,1008.9,1007.8,87.0,4000.0,0.0,20.0,3.0,10.0,27.3,34.91109
1584,2023-10-05 00:00:00,28.1,25.9,1008.2,1007.1,88.0,4000.0,0.0,340.0,3.0,10.0,26.5,33.32658
1585,2023-10-05 03:00:00,27.300001,25.5,1009.3,1008.2,90.0,3000.0,0.0,0.0,0.0,10.0,26.0,32.55982
1586,2023-10-05 06:00:00,36.3,26.4,1010.1,1009.0,57.0,5000.0,0.0,150.0,2.0,5.0,29.1,34.48111
1587,2023-10-05 09:00:00,37.5,28.1,1007.9,1006.8,59.0,5000.0,0.0,200.0,5.0,5.0,30.5,38.0309
1588,2023-10-05 12:00:00,35.5,30.4,1005.7,1004.6,75.0,4000.0,0.0,250.0,6.0,5.0,31.6,43.35417
1589,2023-10-05 15:00:00,34.2,30.5,1005.6,1004.5,81.0,3000.0,0.0,250.0,4.0,10.0,31.4,43.71265
1590,2023-10-05 18:00:00,31.7,30.4,1006.6,1005.5,93.0,2500.0,0.0,170.0,3.0,10.0,30.7,43.36039
1591,2023-10-05 21:00:00,29.7,28.800001,1006.1,1005.0,95.0,2500.0,0.0,99.0,1.0,10.0,29.0,39.49136
1592,2023-10-06 00:00:00,30.2,29.5,1005.6,1004.5,96.0,2500.0,4.0,340.0,2.0,10.0,29.7,41.30247
1593,2023-10-06 03:00:00,30.4,29.300001,1006.5,1005.4,94.0,1500.0,6.0,40.0,2.0,10.0,29.6,40.8218
1594,2023-10-06 06:00:00,34.5,29.4,1007.5,1006.4,75.0,3000.0,1.0,30.0,2.0,5.0,30.7,41.10815
1595,2023-10-06 09:00:00,36.5,30.300001,1005.4,1004.3,71.0,3000.0,0.0,260.0,4.0,5.0,31.8,43.24304
1596,2023-10-06 12:00:00,38.600002,27.0,1003.5,1002.4,52.0,4000.0,1.0,260.0,3.0,5.0,30.0,35.54105
1597,2023-10-06 15:00:00,35.2,24.7,1003.7,1002.6,55.0,4000.0,0.0,270.0,2.0,5.0,27.7,31.13074
1598,2023-10-06 18:00:00,30.800001,28.2,1005.3,1004.2,86.0,3500.0,0.0,340.0,2.0,10.0,28.9,38.29792
1599,2023-10-06 21:00:00,29.9,28.7,1005.7,1004.6,93.0,3500.0,0.0,10.0,2.0,10.0,29.0,39.33105
1600,2023-10-07 00:00:00,27.7,27.6,1005.6,1004.6,99.0,3000.0,0.0,340.0,2.0,10.0,27.6,36.8422
1601,2023-10-07 03:00:00,26.7,26.0,1006.8,1005.7,96.0,2000.0,0.0,360.0,3.0,10.0,26.2,33.60496
1602,2023-10-07 06:00:00,39.3,15.7,1008.3,1007.2,25.0,5000.0,0.0,60.0,4.0,5.0,24.1,17.77723
1603,2023-10-07 09:00:00,39.0,22.1,1007.3,1006.2,38.0,3000.0,0.0,180.0,5.0,5.0,27.2,26.58134
1604,2023-10-07 12:00:00,35.600002,25.5,1006.5,1005.5,56.0,4000.0,0.0,200.0,6.0,5.0,28.3,32.59546
1605,2023-10-07 15:00:00,32.7,24.5,1007.7,1006.6,62.0,4000.0,0.0,99.0,1.0,5.0,26.9,30.77371
1606,2023-10-07 18:00:00,29.800001,22.800001,1009.0,1007.9,66.0,4000.0,0.0,30.0,2.0,5.0,25.0,27.80385
1607,2023-10-07 21:00:00,28.0,22.4,1009.0,1007.9,72.0,4000.0,0.0,10.0,3.0,5.0,24.2,27.12989
1608,2023-10-08 00:00:00,26.0,21.2,1008.5,1007.4,75.0,5000.0,0.0,20.0,2.0,5.0,22.8,25.1703
1609,2023-10-08 03:00:00,25.300001,21.4,1009.4,1008.3,79.0,4000.0,0.0,0.0,0.0,5.0,22.7,25.48362
1610,2023-10-08 06:00:00,38.7,23.4,1011.0,1009.9,42.0,5000.0,0.0,90.0,2.0,5.0,27.9,28.8602
1611,2023-10-08 09:00:00,35.7,26.2,1009.4,1008.3,58.0,5000.0,0.0,230.0,5.0,5.0,28.8,34.03364
1612,2023-10-08 12:00:00,34.600002,26.2,1008.1,1007.0,62.0,5000.0,0.0,200.0,5.0,5.0,28.5,34.0017
1613,2023-10-08 15:00:00,31.7,28.5,1008.7,1007.6,83.0,4000.0,0.0,190.0,2.0,10.0,29.3,38.82147
1614,2023-10-08 18:00:00,30.1,26.9,1010.3,1009.2,83.0,4000.0,0.0,20.0,3.0,10.0,27.8,35.50166
1615,2023-10-08 21:00:00,28.800001,25.300001,1009.7,1008.7,81.0,4000.0,0.0,20.0,3.0,10.0,26.3,32.19326
1616,2023-10-09 00:00:00,28.300001,24.800001,1009.6,1008.6,81.0,4000.0,2.0,340.0,2.0,10.0,25.8,31.19676
1617,2023-10-09 03:00:00,28.0,23.800001,1011.2,1010.1,78.0,3500.0,0.0,350.0,2.0,5.0,25.1,29.51813
1618,2023-10-09 06:00:00,34.3,28.800001,1012.2,1011.1,73.0,5000.0,3.0,90.0,2.0,5.0,30.2,39.6062
1619,2023-10-09 09:00:00,35.2,28.300001,1010.6,1009.5,68.0,5000.0,0.0,190.0,5.0,5.0,30.1,38.55948
1620,2023-10-09 12:00:00,34.600002,27.1,1008.8,1007.7,65.0,5000.0,0.0,230.0,5.0,5.0,29.1,35.85734
1621,2023-10-09 15:00:00,31.6,29.2,1008.9,1007.8,87.0,3500.0,0.0,250.0,4.0,10.0,29.8,40.49487
1622,2023-10-09 18:00:00,30.5,28.9,1009.6,1008.5,91.0,3500.0,0.0,210.0,3.0,10.0,29.3,39.78669
1623,2023-10-09 21:00:00,30.1,29.0,1009.5,1008.4,94.0,3000.0,3.0,250.0,2.0,10.0,29.3,40.10907
1624,2023-10-10 00:00:00,27.9,27.1,1009.4,1008.3,95.0,3000.0,1.0,10.0,2.0,10.0,27.3,35.7966
1625,2023-10-10 03:00:00,27.9,27.1,1010.5,1009.4,95.0,2500.0,3.0,80.0,2.0,10.0,27.3,35.79607
1626,2023-10-10 06:00:00,34.2,27.7,1012.3,1011.2,69.0,4000.0,3.0,80.0,2.0,5.0,29.4,37.11124
1627,2023-10-10 09:00:00,34.5,25.9,1010.1,1009.0,61.0,5000.0,0.0,210.0,4.0,5.0,28.3,33.46186
1628,2023-10-10 12:00:00,34.100002,29.0,1008.6,1007.5,75.0,5000.0,0.0,200.0,5.0,5.0,30.3,40.10608
1629,2023-10-10 15:00:00,33.3,28.300001,1009.0,1007.9,75.0,3000.0,0.0,220.0,2.0,5.0,29.6,38.4848
1630,2023-10-10 18:00:00,32.0,29.300001,1010.4,1009.3,86.0,3500.0,0.0,270.0,3.0,10.0,30.0,40.81608
1631,2023-10-10 21:00:00,28.1,26.1,1010.4,1009.3,89.0,4000.0,0.0,360.0,2.0,10.0,26.7,33.89516
1632,2023-10-11 00:00:00,27.300001,26.2,1010.1,1009.0,94.0,3000.0,0.0,340.0,2.0,10.0,26.5,33.9691
1633,2023-10-11 03:00:00,26.4,25.800001,1010.9,1009.8,97.0,1500.0,0.0,30.0,2.0,10.0,26.0,33.28431
1634,2023-10-11 06:00:00,34.9,28.2,1012.1,1011.0,68.0,4000.0,0.0,99.0,1.0,5.0,29.9,38.14706
1635,2023-10-11 09:00:00,35.3,28.0,1010.2,1009.1,66.0,4000.0,0.0,250.0,4.0,5.0,29.9,37.83215
1636,2023-10-11 12:00:00,34.600002,29.7,1008.8,1007.7,76.0,3500.0,0.0,260.0,5.0,5.0,30.9,41.69156
1637,2023-10-11 15:00:00,34.100002,27.9,1008.9,1007.8,70.0,4000.0,0.0,270.0,4.0,5.0,29.5,37.52226
1638,2023-10-11 18:00:00,31.2,24.4,1010.3,1009.2,67.0,5000.0,0.0,260.0,2.0,5.0,26.4,30.54009
1639,2023-10-11 21:00:00,28.800001,26.0,1010.0,1008.9,85.0,7000.0,0.0,360.0,3.0,10.0,26.8,33.61857
1640,2023-10-12 00:00:00,27.5,25.5,1010.0,1008.9,89.0,6000.0,0.0,350.0,2.0,10.0,26.1,32.67782
1641,2023-10-12 03:00:00,26.6,25.2,1011.3,1010.2,92.0,6000.0,0.0,350.0,2.0,10.0,25.6,32.01276
1642,2023-10-12 06:00:00,35.5,27.4,1012.6,1011.5,63.0,5000.0,0.0,99.0,1.0,5.0,29.5,36.3772
1643,2023-10-12 09:00:00,36.0,27.300001,1011.2,1010.1,61.0,5000.0,0.0,200.0,6.0,5.0,29.6,36.2992
1644,2023-10-12 12:00:00,36.2,26.9,1009.6,1008.5,59.0,6000.0,0.0,270.0,5.0,5.0,29.4,35.51001
1645,2023-10-12 15:00:00,35.100002,23.4,1009.6,1008.5,51.0,6000.0,0.0,280.0,4.0,5.0,26.9,28.831
1646,2023-10-12 18:00:00,31.0,20.9,1011.4,1010.3,55.0,8000.0,1.0,10.0,3.0,5.0,24.2,24.70091
1647,2023-10-12 21:00:00,27.5,23.6,1010.9,1009.8,79.0,8000.0,0.0,350.0,2.0,5.0,24.8,29.11528
1648,2023-10-13 00:00:00,26.800001,23.300001,1010.3,1009.2,81.0,7000.0,0.0,99.0,1.0,10.0,24.4,28.61888
1649,2023-10-13 03:00:00,25.7,22.800001,1011.5,1010.4,84.0,7000.0,0.0,99.0,1.0,10.0,23.7,27.68185
1650,2023-10-13 06:00:00,36.0,21.4,1013.2,1012.1,43.0,8000.0,0.0,40.0,3.0,5.0,26.0,25.52036
1651,2023-10-13 09:00:00,37.100002,25.6,1011.5,1010.4,52.0,6000.0,0.0,240.0,4.0,5.0,28.8,32.89183
1652,2023-10-13 12:00:00,36.3,23.6,1009.8,1008.7,48.0,5000.0,0.0,230.0,4.0,5.0,27.3,29.02642
1653,2023-10-13 15:00:00,34.0,25.7,1009.9,1008.8,62.0,6000.0,0.0,270.0,3.0,5.0,28.0,32.95832
1654,2023-10-13 18:00:00,29.300001,25.5,1011.1,1010.0,80.0,5000.0,0.0,360.0,2.0,10.0,26.6,32.63971
1655,2023-10-13 21:00:00,28.5,27.300001,1011.1,1010.0,93.0,4000.0,0.0,350.0,3.0,10.0,27.6,36.19618
1656,2023-10-14 00:00:00,27.9,27.2,1011.0,1009.9,96.0,4000.0,0.0,20.0,3.0,10.0,27.4,36.0896
1657,2023-10-14 03:00:00,26.9,26.300001,1011.6,1010.5,97.0,2000.0,2.0,10.0,2.0,10.0,26.5,34.2911
1658,2023-10-14 06:00:00,33.100002,28.5,1012.7,1011.6,77.0,4000.0,0.0,90.0,2.0,5.0,29.7,38.95566
1659,2023-10-14 09:00:00,34.0,28.9,1011.4,1010.3,75.0,4000.0,0.0,190.0,3.0,5.0,30.2,39.85099
1660,2023-10-14 12:00:00,33.600002,26.300001,1009.7,1008.6,66.0,3000.0,1.0,250.0,5.0,5.0,28.3,34.18912
1661,2023-10-14 15:00:00,31.1,28.7,1010.0,1008.9,87.0,2800.0,2.0,160.0,2.0,10.0,29.3,39.30264
1662,2023-10-14 18:00:00,29.0,27.9,1010.4,1009.3,94.0,2500.0,0.0,10.0,2.0,10.0,28.2,37.59207
1663,2023-10-14 21:00:00,28.7,27.6,1009.9,1008.9,94.0,2500.0,0.0,10.0,3.0,10.0,27.9,36.92994
1664,2023-10-15 00:00:00,28.300001,27.6,1009.4,1008.4,96.0,2500.0,2.0,30.0,4.0,10.0,27.8,36.95341
1665,2023-10-15 03:00:00,27.9,27.2,1010.1,1009.0,96.0,3000.0,2.0,30.0,3.0,10.0,27.4,36.08996
1666,2023-10-15 06:00:00,32.7,28.0,1011.0,1009.9,76.0,4000.0,5.0,100.0,3.0,5.0,29.2,37.69489
1667,2023-10-15 09:00:00,33.7,27.9,1009.0,1007.9,72.0,4000.0,2.0,210.0,5.0,5.0,29.4,37.52655
1668,2023-10-15 12:00:00,33.7,24.9,1006.9,1005.8,60.0,4000.0,0.0,200.0,4.0,5.0,27.4,31.43016
1669,2023-10-15 15:00:00,31.5,25.6,1006.7,1005.6,71.0,4000.0,0.0,200.0,4.0,5.0,27.3,32.90539
1670,2023-10-15 18:00:00,29.6,23.7,1008.0,1006.9,71.0,4000.0,0.0,99.0,1.0,5.0,25.5,29.32715
1671,2023-10-15 21:00:00,26.5,23.9,1008.1,1007.0,86.0,4000.0,0.0,350.0,2.0,10.0,24.7,29.65911
1672,2023-10-16 00:00:00,27.1,25.7,1008.7,1007.6,92.0,3000.0,0.0,10.0,2.0,10.0,26.1,33.0013
1673,2023-10-16 03:00:00,27.0,26.300001,1009.4,1008.3,96.0,2300.0,1.0,350.0,2.0,10.0,26.5,34.21124
1674,2023-10-16 06:00:00,33.7,27.0,1010.5,1009.4,68.0,5000.0,1.0,110.0,2.0,5.0,28.8,35.6406
1675,2023-10-16 09:00:00,33.5,26.800001,1009.3,1008.2,68.0,5000.0,0.0,230.0,4.0,5.0,28.6,35.18897
1676,2023-10-16 12:00:00,33.3,28.300001,1008.0,1006.9,75.0,5000.0,2.0,220.0,4.0,5.0,29.6,38.48775
1677,2023-10-16 15:00:00,31.0,28.4,1007.8,1006.7,86.0,4000.0,0.0,240.0,3.0,10.0,29.1,38.75741
1678,2023-10-16 18:00:00,29.6,27.6,1009.0,1007.9,89.0,4000.0,0.0,150.0,2.0,10.0,28.1,36.80733
1679,2023-10-16 21:00:00,27.4,26.0,1009.0,1007.9,92.0,4000.0,0.0,20.0,2.0,10.0,26.4,33.60526
1680,2023-10-17 00:00:00,27.2,26.5,1009.0,1007.9,96.0,3000.0,0.0,20.0,3.0,10.0,26.7,34.62151
1681,2023-10-17 03:00:00,26.800001,26.1,1010.3,1009.2,96.0,3500.0,0.0,30.0,2.0,10.0,26.3,33.80496
1682,2023-10-17 06:00:00,33.5,27.5,1012.1,1011.0,71.0,5000.0,4.0,99.0,1.0,5.0,29.1,36.73141
1683,2023-10-17 09:00:00,33.2,27.9,1010.6,1009.5,74.0,5000.0,3.0,210.0,5.0,5.0,29.3,37.60794
1684,2023-10-17 12:00:00,33.3,28.0,1008.8,1007.7,74.0,4000.0,1.0,160.0,5.0,5.0,29.4,37.8493
1685,2023-10-17 15:00:00,30.7,27.300001,1009.2,1008.1,82.0,4000.0,0.0,190.0,4.0,10.0,28.2,36.22353
1686,2023-10-17 18:00:00,29.6,26.800001,1010.8,1009.7,85.0,4000.0,0.0,230.0,3.0,10.0,27.6,35.30897
1687,2023-10-17 21:00:00,27.1,25.1,1010.9,1009.8,89.0,4000.0,0.0,360.0,2.0,10.0,25.7,31.88561
1688,2023-10-18 00:00:00,27.2,26.4,1011.3,1010.2,95.0,4000.0,0.0,360.0,3.0,10.0,26.6,34.33429
1689,2023-10-18 03:00:00,27.2,26.4,1012.9,1011.8,95.0,4000.0,0.0,360.0,2.0,10.0,26.6,34.33352
1690,2023-10-18 06:00:00,33.9,27.4,1014.8,1013.7,69.0,5000.0,3.0,0.0,0.0,5.0,29.1,36.39794
1691,2023-10-18 09:00:00,33.8,27.2,1013.2,1012.1,69.0,5000.0,1.0,160.0,4.0,5.0,29.0,36.17185
1692,2023-10-18 12:00:00,32.7,27.4,1011.1,1010.0,74.0,5000.0,1.0,240.0,5.0,5.0,28.8,36.44524
1693,2023-10-18 15:00:00,30.5,27.5,1012.3,1011.2,84.0,5000.0,2.0,230.0,3.0,10.0,28.3,36.68276
1694,2023-10-18 18:00:00,29.800001,27.0,1013.1,1012.0,85.0,5000.0,1.0,150.0,2.0,10.0,27.8,35.73909
1695,2023-10-18 21:00:00,,,,,,,,,,,,
1696,2023-10-19 00:00:00,27.6,25.5,1013.2,1012.1,88.0,5000.0,4.0,40.0,2.0,10.0,26.1,32.59337
1697,2023-10-19 03:00:00,28.7,26.5,1014.5,1013.4,88.0,5000.0,5.0,30.0,3.0,10.0,27.1,34.56156
1698,2023-10-19 06:00:00,28.5,27.800001,1015.7,1014.6,96.0,4000.0,7.0,99.0,1.0,95.0,28.0,37.38917
1699,2023-10-19 09:00:00,32.600002,28.0,1013.8,1012.7,77.0,7000.0,2.0,160.0,8.0,5.0,29.2,37.76798
1700,2023-10-19 12:00:00,32.2,27.4,1012.2,1011.1,76.0,7000.0,2.0,220.0,4.0,5.0,28.7,36.53622
1701,2023-10-19 15:00:00,30.5,25.6,1012.6,1011.5,75.0,5000.0,2.0,,,5.0,,
1702,2023-10-19 18:00:00,29.800001,26.0,1012.9,1011.8,80.0,4000.0,0.0,180.0,2.0,10.0,27.1,33.67433
1703,2023-10-19 21:00:00,27.7,25.6,1012.8,1011.7,88.0,4000.0,0.0,20.0,3.0,10.0,26.2,32.79422
1704,2023-10-20 00:00:00,26.800001,25.5,1012.5,1011.4,93.0,4000.0,0.0,10.0,3.0,10.0,25.9,32.68143
1705,2023-10-20 03:00:00,26.9,26.1,1014.0,1012.9,95.0,4000.0,1.0,350.0,2.0,10.0,26.3,33.72255
1706,2023-10-20 06:00:00,32.8,27.300001,1015.0,1013.9,73.0,4000.0,1.0,100.0,2.0,5.0,28.8,36.35208
1707,2023-10-20 09:00:00,33.4,27.0,1012.6,1011.5,69.0,4000.0,1.0,220.0,4.0,5.0,28.7,35.56528
1708,2023-10-20 12:00:00,31.7,28.2,1011.3,1010.2,82.0,4000.0,1.0,210.0,5.0,10.0,29.1,38.18709
1709,2023-10-20 15:00:00,30.6,27.0,1011.6,1010.5,81.0,4000.0,0.0,240.0,4.0,10.0,28.0,35.69529
1710,2023-10-20 18:00:00,28.6,26.4,1013.3,1012.2,88.0,5000.0,0.0,360.0,2.0,10.0,27.0,34.35326
1711,2023-10-20 21:00:00,27.9,25.8,1012.9,1011.8,88.0,5000.0,2.0,,,10.0,,
1712,2023-10-21 00:00:00,27.2,25.6,1012.9,1011.8,91.0,5000.0,3.0,50.0,2.0,10.0,26.1,32.9171
1713,2023-10-21 03:00:00,26.5,25.6,1014.1,1013.0,95.0,3000.0,3.0,40.0,2.0,10.0,25.9,32.9231
1714,2023-10-21 06:00:00,31.300001,27.9,1015.6,1014.5,82.0,4000.0,4.0,70.0,2.0,10.0,28.8,37.56604
1715,2023-10-21 09:00:00,32.9,27.2,1013.5,1012.4,72.0,6000.0,1.0,220.0,5.0,5.0,28.7,35.96635
1716,2023-10-21 12:00:00,31.300001,26.6,1012.1,1011.0,76.0,5000.0,4.0,200.0,4.0,5.0,27.9,34.82835
1717,2023-10-21 15:00:00,29.9,26.4,1012.3,1011.2,82.0,5000.0,6.0,99.0,1.0,10.0,27.4,34.47318
1718,2023-10-21 18:00:00,28.0,26.2,1013.5,1012.4,90.0,4000.0,1.0,350.0,2.0,10.0,26.7,33.97258
1719,2023-10-21 21:00:00,27.9,25.5,1014.1,1013.0,87.0,4000.0,2.0,50.0,3.0,10.0,26.2,32.63078
1720,2023-10-22 00:00:00,27.2,25.6,1013.8,1012.7,91.0,4000.0,3.0,30.0,2.0,10.0,26.1,32.91631
1721,2023-10-22 03:00:00,27.300001,25.800001,1014.8,1013.7,91.0,3500.0,5.0,30.0,3.0,10.0,26.2,33.1158
1722,2023-10-22 06:00:00,30.7,26.7,1016.3,1015.2,79.0,5000.0,5.0,210.0,2.0,5.0,27.8,35.00395
1723,2023-10-22 09:00:00,32.100002,26.6,1014.5,1013.4,73.0,5000.0,5.0,220.0,5.0,5.0,28.1,34.77647
1724,2023-10-22 12:00:00,32.100002,26.4,1012.7,1011.6,72.0,8000.0,1.0,240.0,4.0,5.0,28.0,34.4806
1725,2023-10-22 15:00:00,30.0,26.0,1012.9,1011.7,79.0,6000.0,0.0,230.0,3.0,5.0,27.1,33.51288
1726,2023-10-22 18:00:00,28.4,25.6,1014.4,1013.3,85.0,6000.0,0.0,20.0,2.0,10.0,26.4,32.79132
1727,2023-10-22 21:00:00,27.5,24.9,1014.4,1013.3,86.0,5000.0,0.0,30.0,3.0,10.0,25.7,31.55784
1728,2023-10-23 00:00:00,27.4,25.300001,1013.8,1012.7,88.0,4000.0,3.0,40.0,3.0,10.0,25.9,32.19501
1729,2023-10-23 03:00:00,26.800001,25.0,1014.6,1013.5,90.0,3500.0,3.0,10.0,3.0,10.0,25.5,31.57293
1730,2023-10-23 06:00:00,32.600002,25.9,1016.2,1015.1,68.0,4000.0,4.0,100.0,3.0,5.0,27.8,33.46316
1731,2023-10-23 09:00:00,32.4,26.5,1013.9,1012.8,71.0,5000.0,2.0,200.0,6.0,5.0,28.1,34.53562
1732,2023-10-23 12:00:00,32.7,24.5,1012.1,1011.0,62.0,4000.0,3.0,220.0,4.0,5.0,26.9,30.75332
1733,2023-10-23 15:00:00,29.9,26.7,1012.5,1011.4,83.0,6000.0,1.0,210.0,3.0,10.0,27.6,35.06382
1734,2023-10-23 18:00:00,28.300001,26.1,1014.0,1012.9,88.0,5000.0,0.0,20.0,3.0,10.0,26.7,33.72927
1735,2023-10-23 21:00:00,26.9,25.0,1012.9,1011.8,90.0,5000.0,0.0,100.0,2.0,10.0,25.6,31.76895
1736,2023-10-24 00:00:00,26.0,25.300001,1012.9,1011.8,96.0,4000.0,0.0,10.0,3.0,10.0,25.5,32.22144
1737,2023-10-24 03:00:00,26.6,25.9,1013.9,1012.8,96.0,3500.0,7.0,20.0,3.0,10.0,26.1,33.40176
1738,2023-10-24 06:00:00,32.5,26.6,1014.4,1013.3,71.0,5000.0,2.0,290.0,2.0,5.0,28.2,34.75582
1739,2023-10-24 09:00:00,32.5,23.800001,1012.6,1011.5,60.0,5000.0,1.0,190.0,5.0,5.0,26.4,29.48062
1740,2023-10-24 12:00:00,32.4,22.2,1011.0,1009.9,55.0,6000.0,2.0,240.0,4.0,5.0,25.4,26.78403
1741,2023-10-24 15:00:00,29.6,24.9,1011.9,1010.8,76.0,5000.0,0.0,130.0,4.0,5.0,26.3,31.54296
1742,2023-10-24 18:00:00,27.5,24.2,1012.8,1011.7,82.0,5000.0,0.0,10.0,2.0,10.0,25.2,30.1897
1743,2023-10-24 21:00:00,26.5,23.0,1012.5,1011.4,81.0,4000.0,0.0,50.0,2.0,10.0,24.1,28.07001
1744,2023-10-25 00:00:00,26.7,23.5,1012.5,1011.4,83.0,4000.0,3.0,10.0,2.0,10.0,24.5,28.95974
1745,2023-10-25 03:00:00,26.300001,22.9,1013.9,1012.8,82.0,4000.0,3.0,10.0,3.0,10.0,24.0,27.96859
1746,2023-10-25 06:00:00,30.9,23.6,1015.9,1014.8,65.0,6000.0,5.0,50.0,4.0,5.0,25.8,29.07623
1747,2023-10-25 09:00:00,32.4,24.6,1014.1,1013.0,64.0,6000.0,2.0,220.0,4.0,5.0,26.9,30.98686
1748,2023-10-25 12:00:00,32.3,24.0,1012.7,1011.6,62.0,6000.0,2.0,180.0,4.0,5.0,26.5,29.9261
1749,2023-10-25 15:00:00,30.0,24.2,1013.4,1012.3,71.0,5000.0,1.0,190.0,3.0,5.0,25.9,30.09254
1750,2023-10-25 18:00:00,28.4,23.5,1014.5,1013.4,75.0,6000.0,1.0,0.0,0.0,5.0,25.0,28.91635
1751,2023-10-25 21:00:00,26.6,22.9,1014.1,1013.0,80.0,5000.0,0.0,360.0,3.0,10.0,24.1,27.98601
1752,2023-10-26 00:00:00,26.300001,22.9,1013.8,1012.7,82.0,4500.0,1.0,10.0,2.0,10.0,24.0,27.96878
1753,2023-10-26 03:00:00,26.4,22.9,1015.1,1014.0,81.0,5000.0,7.0,350.0,2.0,10.0,24.0,27.88537
1754,2023-10-26 06:00:00,31.6,24.2,1016.4,1015.3,65.0,5000.0,3.0,90.0,2.0,5.0,26.4,30.1922
1755,2023-10-26 09:00:00,31.7,20.300001,1014.7,1013.6,51.0,4000.0,4.0,220.0,7.0,17.0,24.1,23.85449
1756,2023-10-26 12:00:00,29.7,20.9,1015.1,1014.0,59.0,6000.0,8.0,260.0,4.0,5.0,23.8,24.69321
1757,2023-10-26 15:00:00,28.1,19.9,1015.4,1014.3,61.0,4000.0,7.0,250.0,4.0,5.0,22.7,23.20197
1758,2023-10-26 18:00:00,27.2,20.7,1015.6,1014.5,68.0,4000.0,8.0,310.0,2.0,5.0,22.9,24.42916
1759,2023-10-26 21:00:00,26.0,19.4,1014.6,1013.5,67.0,4000.0,7.0,20.0,2.0,5.0,21.7,22.46666
1760,2023-10-27 00:00:00,24.9,18.800001,1014.4,1013.3,69.0,4000.0,4.0,330.0,2.0,5.0,21.0,21.70122
1761,2023-10-27 03:00:00,23.1,18.9,1014.8,1013.7,77.0,4000.0,3.0,0.0,0.0,5.0,20.4,21.76972
1762,2023-10-27 06:00:00,30.1,20.300001,1016.0,1014.8,56.0,5000.0,1.0,340.0,2.0,5.0,23.6,23.85018
1763,2023-10-27 09:00:00,31.4,18.1,1013.3,1012.2,45.0,6000.0,3.0,250.0,6.0,5.0,22.8,20.79079
1764,2023-10-27 12:00:00,31.5,18.800001,1011.6,1010.5,47.0,6000.0,3.0,250.0,5.0,5.0,23.2,21.7247
1765,2023-10-27 15:00:00,29.300001,20.800001,1011.8,1010.7,60.0,10000.0,0.0,260.0,5.0,,23.6,24.51751
1766,2023-10-27 18:00:00,28.800001,21.4,1013.2,1012.0,64.0,10000.0,0.0,260.0,3.0,,23.8,25.43037
1767,2023-10-27 21:00:00,26.0,19.4,1013.1,1012.0,67.0,8000.0,0.0,360.0,2.0,5.0,21.7,22.47182
1768,2023-10-28 00:00:00,24.0,19.0,1012.7,1011.6,74.0,8000.0,0.0,10.0,3.0,5.0,20.8,21.96833
1769,2023-10-28 03:00:00,23.6,18.9,1013.4,1012.3,75.0,8000.0,0.0,10.0,3.0,5.0,20.6,21.82759
1770,2023-10-28 06:00:00,31.1,18.1,1014.6,1013.5,46.0,8000.0,1.0,50.0,3.0,5.0,22.7,20.77606
1771,2023-10-28 09:00:00,32.600002,17.6,1012.3,1011.2,41.0,8000.0,1.0,230.0,4.0,5.0,22.9,20.07757
1772,2023-10-28 12:00:00,32.3,18.9,1011.1,1010.0,45.0,10000.0,2.0,200.0,4.0,5.0,23.5,21.84403
1773,2023-10-28 15:00:00,30.300001,20.6,1011.8,1010.7,56.0,10000.0,1.0,240.0,4.0,,23.8,24.22424
1774,2023-10-28 18:00:00,29.2,21.2,1012.6,1011.5,62.0,10000.0,0.0,270.0,3.0,,23.8,25.10909
1775,2023-10-28 21:00:00,25.7,19.5,1012.6,1011.5,69.0,8000.0,0.0,30.0,2.0,5.0,21.7,22.71599
1776,2023-10-29 00:00:00,24.1,19.6,1012.5,1011.4,76.0,7000.0,0.0,330.0,3.0,5.0,21.2,22.82251
1777,2023-10-29 03:00:00,23.5,19.5,1013.5,1012.4,78.0,6000.0,0.0,360.0,3.0,5.0,20.9,22.6032
1778,2023-10-29 06:00:00,32.2,20.800001,1015.4,1014.3,51.0,6000.0,1.0,110.0,2.0,5.0,24.5,24.4973
1779,2023-10-29 09:00:00,33.2,18.6,1012.8,1011.7,42.0,6000.0,1.0,240.0,3.0,5.0,23.6,21.3604
