datetime,temp,pressure,humidity,wind_direction,wind_speed,u,v,pressure_24h
2024-01-24 03:00:00,12.6,1018.1,83.0,350.0,2.0,0.34729635533386083,-1.969615506024416,1018.4041666666667
2024-01-24 06:00:00,21.4,1019.4,67.0,40.0,2.0,-1.285575219373079,-1.5320888862379558,1018.3791666666667
2024-01-24 09:00:00,25.2,1016.4,45.0,200.0,6.0,2.052120859954013,5.63815572471545,1018.3375
2024-01-24 12:00:00,25.0,1015.2,52.0,230.0,5.0,3.83022221559489,3.2139380484326963,1018.3125
2024-01-24 15:00:00,23.0,1016.1,65.0,260.0,4.0,3.939231012048832,0.6945927106677213,1018.2958333333335
2024-01-24 18:00:00,21.0,1016.8,70.0,280.0,2.0,1.969615506024416,-0.34729635533386066,1018.2750000000001
2024-01-24 21:00:00,16.9,1016.3,80.0,50.0,2.0,-1.532088886237956,-1.2855752193730785,1018.2458333333334
2024-01-25 00:00:00,15.6,1016.2,85.0,360.0,2.0,1.2246467991473532e-16,-2.0,1018.2125000000001
2024-01-25 03:00:00,15.3,1016.5,88.0,330.0,2.0,1.0000000000000002,-1.7320508075688772,1018.1666666666666
2024-01-25 06:00:00,22.2,1018.7,69.0,60.0,2.0,-1.7320508075688772,-1.0000000000000002,1018.0750000000002
2024-01-25 09:00:00,24.4,1016.2,59.0,250.0,5.0,4.698463103929543,1.7101007166283435,1017.9541666666665
2024-01-25 12:00:00,24.300001,1014.2,64.0,200.0,4.0,1.3680805733026753,3.7587704831436333,1017.8000000000001
2024-01-25 15:00:00,23.2,1014.7,70.0,250.0,4.0,3.7587704831436337,1.3680805733026749,1017.6083333333335
2024-01-25 18:00:00,21.6,1015.9,76.0,240.0,2.0,1.7320508075688774,0.9999999999999999,1017.4583333333335
2024-01-25 21:00:00,18.5,1015.9,84.0,10.0,3.0,-0.520944533000791,-2.954423259036624,1017.2958333333332
2024-01-26 00:00:00,18.0,1015.0,86.0,360.0,2.0,1.2246467991473532e-16,-2.0,1017.1
2024-01-26 03:00:00,17.6,1015.3,88.0,350.0,2.0,0.34729635533386083,-1.969615506024416,1016.9
